idx,lp,name,token_adr,pool_adr,tvl,borrow,utilization
64,0xA3695a0c2424C60FbA36aACCF52957C446c17DAB,DAI,0x8D11eC38a3EB5E956B052f67Da8Bdc9bef8Abf3E,0x36bAA3dB4d14F062C879fa41af556B6f42Db6B48,61253,49849,81.38
65,0xe4f0A4FF687fD567eB9075C543935e706A49B96F,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x5516FE3b0F0d620496B784C43877de6d0D722c28,5185,979,18.89
65,0xe4f0A4FF687fD567eB9075C543935e706A49B96F,gOHM,0x91fa20244Fb509e8289CA630E5db3E9166233FDc,0x3D9219e8089Ac7cDe166aB533e19792B985c8F9C,11541,1574,13.64
66,0xf59a41477A7e54274156f32F935b8B1632B3dc92,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x26F10d9627Cc177C6b7D774C1fbc79f18a86D426,14831,9497,64.03
66,0xf59a41477A7e54274156f32F935b8B1632B3dc92,FRAX,0xdc301622e621166BD8E82f2cA0A26c13Ad0BE355,0xfcA7ae9316637588DcCC687117F6b40c2b96F402,22621,6422,28.39
67,0x488f1f90AB0AB463ceB3534612A051858C22a5a6,LQDR,0x10b620b2dbAC4Faa7D7FFD71Da486f5D44cd86f9,0x7A5a79B287A527F234D6e2c5454DE2Fc38F1F12D,5393,2609,48.38
67,0x488f1f90AB0AB463ceB3534612A051858C22a5a6,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x725E21976b57CfC22eCdcec306d2C353313C7998,5511,2807,50.94
68,0x1fE1eA0d4d8F0Df19C5C088B20Af8f8977769096,USDC,0x04068DA6C83AFCFA0e13ba15A6696662335D5B75,0xb564899Ba911c4F6a25A7aecC4B8808A487Dc8c2,82315,66391,80.65
68,0x1fE1eA0d4d8F0Df19C5C088B20Af8f8977769096,DAI,0x8D11eC38a3EB5E956B052f67Da8Bdc9bef8Abf3E,0xa8f3eBA35C95A56cbcF506204bF47523C290936e,103959,63110,60.71
69,0x9BB4F82b821b63C5D912578B7F93548F5f25E749,USDC,0x04068DA6C83AFCFA0e13ba15A6696662335D5B75,0x74aA611D3b13c13574327733862146858d80C6fe,90004,40715,45.24
69,0x9BB4F82b821b63C5D912578B7F93548F5f25E749,fUSDT,0x049d68029688eAbF473097a2fC38ef61633A3C7A,0xC805A375369eD22fa9d0A77ee66151eFc8c7763a,118646,41274,34.79
70,0xff85Dc4AFe552A3475F04AE260b9575f586D7225,USDC,0x04068DA6C83AFCFA0e13ba15A6696662335D5B75,0xaFeE6d51C75704bC38E40778Ae99e546d5562881,115269,37378,32.43
70,0xff85Dc4AFe552A3475F04AE260b9575f586D7225,FRAX,0xdc301622e621166BD8E82f2cA0A26c13Ad0BE355,0x6E243B412F91A4b8808E267FdFDaF2BDeE500654,36181,36670,101.35
71,0x909eB9D5d00c810Bb2a1C93eBBa3D9DaDa4aD50E,USDC,0x04068DA6C83AFCFA0e13ba15A6696662335D5B75,0x93d3701FfA4Dcb5D30bCaF5cF897B08E0DeCa6dD,102782,19192,18.67
71,0x909eB9D5d00c810Bb2a1C93eBBa3D9DaDa4aD50E,MIM,0x82f0B8B456c1A451378467398982d4834b6829c1,0x1FA3f3f1397EF9aF4195841687b4341Ac0105D95,98916,19387,19.60
72,0x553AE9592cD4D73D4fB67CE4c891E7043D6fc19b,LQDR,0x10b620b2dbAC4Faa7D7FFD71Da486f5D44cd86f9,0x741C96fcf88aAcC2788f921aC4a62b2a0627F21C,32793,16695,50.91
72,0x553AE9592cD4D73D4fB67CE4c891E7043D6fc19b,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x7E9A1C333cAb2081583B74964fF82696706BBa8b,36881,18596,50.42
73,0x41560b5EA2924190506cbDBDBA767F848a395C9E,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xeEB34FEB8dCA9A17Be17dA3184851fafaDBA62b0,5132,3051,59.44
73,0x41560b5EA2924190506cbDBDBA767F848a395C9E,BRUSH,0x85dec8c4B2680793661bCA91a8F129607571863d,0xAFBf06EbbeeA01b229d58017aB9AFd37d36C9b7A,8978,6086,67.78
74,0x7c9C8834F8E8A51A15243af2fEDB0B91b45cD648,USDC,0x04068DA6C83AFCFA0e13ba15A6696662335D5B75,0x3536F53757679C8F31Aa2dfB2534fbcc51650E25,83040,56530,68.08
74,0x7c9C8834F8E8A51A15243af2fEDB0B91b45cD648,TUSD,0x9879aBDea01a879644185341F7aF7d8343556B7a,0xC939bA5fCB0F1C03cb138197D86458Cf8b3e19Aa,85427,56545,66.19
75,0xfa7092aF55474ec37bFDE6947170792083fdf40f,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x4f04f1d467De9172a88c67F845f08d6961f39E6c,15225,5531,36.32
75,0xfa7092aF55474ec37bFDE6947170792083fdf40f,MATIC,0x40DF1Ae6074C35047BFF66675488Aa2f9f6384F3,0x61b4Ba643E952464E7b3B0b6a44973e2A342508e,31628,9960,31.49
76,0xf8a2F66A4DD770CB3eE7ba810992eb478964b96f,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xa7E140CAdd68aeeD5874b3417741C0176f85ACE4,21709,11452,52.75
76,0xf8a2F66A4DD770CB3eE7ba810992eb478964b96f,AVAX,0x511D35c52a3C244E7b8bd92c0C297755FbD89212,0xF8A8965044027812572969e98DDafB1A29aB705C,44055,22164,50.31
77,0x2e0b129d3Dd14FcD676695c0A7dDeF9FcC13E74E,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x0BcC954CFb4dbbCd808E84529aae1e1834A0c2C2,51561,29226,56.68
77,0x2e0b129d3Dd14FcD676695c0A7dDeF9FcC13E74E,BEETS,0xF24Bcf4d1e507740041C9cFd2DddB29585aDCe1e,0xdF0148De898f3A229ecd7eF414EEef54Fb8fE841,76877,41735,54.29
78,0xa60b150392509636346eeB76D828EC765eff8E27,HND,0x10010078a54396F62c96dF8532dc2B4847d47ED3,0x5501A370fD23615575aA03A2dc4ea606d3aDA88c,7780,941,12.09
78,0xa60b150392509636346eeB76D828EC765eff8E27,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xEB0908108fF291C8B4e51dFd90af0D7Ab9884B1f,3948,1733,43.89
79,0x4E890227a33fDd230dE6B369aac0b397cC60A0E6,USDC,0x04068DA6C83AFCFA0e13ba15A6696662335D5B75,0xfFAAAD83E45a6AE6b6AE52A5159Ebe083DCdCaF0,2659,846,31.82
79,0x4E890227a33fDd230dE6B369aac0b397cC60A0E6,WeVE,0x911da02C1232A3c3E1418B834A311921143B04d7,0xd30C1342248a5a08eDFDc22d6d096584f59A22b2,2238,670,29.95
80,0x2D4f1BDF1B2fd05AA879d9cd3228f0E80a0Bf20F,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x612FE8cbf116141bb34EEF8EFee0bC17d3A82d86,547,75,13.63
80,0x2D4f1BDF1B2fd05AA879d9cd3228f0E80a0Bf20F,2OMB,0x7a6e4E3CC2ac9924605DCa4bA31d1831c84b44aE,0x8D1103706c98d8ABAfb3030CB0877a3D78DABad3,858,11,1.30
81,0x3c3e863F2e956ba14FF7FB5eC9E4d6D3Ea868927,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xbB2C39bFc2764Ed8600EDA0Db56Ea67a7B249477,2149,417,19.41
81,0x3c3e863F2e956ba14FF7FB5eC9E4d6D3Ea868927,2SHARES,0xc54A1684fD1bef1f077a336E6be4Bd9a3096a6Ca,0x1FcbAEd61092d5df8416eAfF1F9b968A47fED505,2059,303,14.73
82,0xAa21293e9734569fE8264A9A789240A4bA4716bf,2OMB,0x7a6e4E3CC2ac9924605DCa4bA31d1831c84b44aE,0x850C404597673D81b1E7D4644be628ACcb976CC7,126,0,0.14
82,0xAa21293e9734569fE8264A9A789240A4bA4716bf,2SHARES,0xc54A1684fD1bef1f077a336E6be4Bd9a3096a6Ca,0xA906Bb21d5f11F502e93080aB1b4642b8b80931f,554,0,0.01
83,0xB7A079e3e2A6b44983A7206dcF4f392Acd55A70e,3OMB,0x14DEf7584A6c52f470Ca4F4b9671056b22f4FfDE,0x92130B1676c3864d15d382B4a406923F617Fd484,2992,481,16.07
83,0xB7A079e3e2A6b44983A7206dcF4f392Acd55A70e,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xa3b3FFDb3a7eC27c4B9d93d388EDB94Ce42095F2,3415,753,22.05
84,0x99e4B37AAcDD79347406528dd3994243b39C5709,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xcdE8E796038373Ff030B56c9717757d293B703eb,1562,356,22.81
84,0x99e4B37AAcDD79347406528dd3994243b39C5709,3SHARES,0x6437ADAC543583C4b31Bf0323A0870430F5CC2e7,0x9061C8471E208e8205A40eEcb86040D7730E58F2,2633,1658,62.97
85,0xD7badB2621b3741B645A35675abf176dFE4957Bb,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xECeBBa2F1Df5b4D39c9FaC123Cc60BC8BF735f1D,6352,129,2.03
85,0xD7badB2621b3741B645A35675abf176dFE4957Bb,2SHARES,0xc54A1684fD1bef1f077a336E6be4Bd9a3096a6Ca,0xD5cceAA44627f7A7ae63345744877bb656D9CCbB,8720,75,0.86
86,0xF609fcbBE80ddc8Df4a0312cE8c4c1dD95e0868F,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x35893E3907C82663688B4965ed2458f9f01Ccc6E,10427,360,3.45
86,0xF609fcbBE80ddc8Df4a0312cE8c4c1dD95e0868F,2OMB,0x7a6e4E3CC2ac9924605DCa4bA31d1831c84b44aE,0x9EC85BC28C781c6F7EB79a5eE7229D7c3b7A02c6,11305,5477,48.44
87,0x9BAD736154bcB3f9799bDAc5EC613E4371bDA507,USDC,0x04068DA6C83AFCFA0e13ba15A6696662335D5B75,0x3F3A64D4d52d46f666Cb3fEaCb8442e9073D082C,0,0,NaN
87,0x9BAD736154bcB3f9799bDAc5EC613E4371bDA507,FS,0xC758295Cd1A564cdb020a78a681a838CF8e0627D,0xA4DDceaF1d8D60056543B4d3c73e9EE99Baf7441,0,0,NaN
88,0x7E2ad210Fa1D69f799Fe45b45d92ec43ba5Ef33e,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x133E827dfCD415213584363f95b1C686Be5DC27E,10394,5692,54.76
88,0x7E2ad210Fa1D69f799Fe45b45d92ec43ba5Ef33e,MULTI,0x9Fb9a33956351cf4fa040f65A13b835A3C8764E3,0xc1a13a6Eef5876FbE8fDF0C0B12DAC5130A29999,35322,16887,47.81
89,0x7B05d4F56f617B4ee75886C770Cc4277811A34d0,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x84069262F02A95f5Fe8F9f2889003f256C3c5849,15997,6298,39.37
89,0x7B05d4F56f617B4ee75886C770Cc4277811A34d0,SOLID,0x888EF71766ca594DED1F0FA3AE64eD2941740A20,0xFbC27b5797667Ed94fc381a74C226d444F25ec66,26178,10468,39.99
